"subj_idx","trialNum","rt","intervalType","blockType","scaledRunningTime","response","congruency"
"588e8b95670d6600012bd8dc",1,0.737,"Speed_Accuracy","Varying",-1.4394449325056,1,"congruent"
"588e8b95670d6600012bd8dc",2,1.151,"Speed_Accuracy","Varying",-1.10822539522407,1,"incongruent"
"588e8b95670d6600012bd8dc",3,0.641,"Speed_Accuracy","Varying",-0.47859368324113,1,"congruent"
"588e8b95670d6600012bd8dc",4,0.688,"Speed_Accuracy","Varying",-0.0781640933933098,1,"incongruent"
"588e8b95670d6600012bd8dc",5,0.674,"Speed_Accuracy","Varying",0.343388044965002,1,"incongruent"
"588e8b95670d6600012bd8dc",6,0.521,"Speed_Accuracy","Varying",0.758648360362741,1,"incongruent"
"588e8b95670d6600012bd8dc",7,1.075,"Speed_Accuracy","Varying",1.10514803911995,1,"congruent"
"588e8b95670d6600012bd8dc",8,0.664,"Speed_Accuracy","Varying",1.70062414074549,1,"congruent"
"588e8b95670d6600012bd8dc",1,1.154,"Accuracy","Varying",-1.4394449325056,1,"incongruent"
"588e8b95670d6600012bd8dc",2,0.885,"Accuracy","Varying",-0.920818954184177,1,"congruent"
"588e8b95670d6600012bd8dc",3,1.036,"Accuracy","Varying",-0.410731878452106,1,"congruent"
"588e8b95670d6600012bd8dc",4,0.933,"Accuracy","Varying",0.167217002068991,1,"incongruent"
"588e8b95670d6600012bd8dc",5,0.723,"Accuracy","Varying",0.698876042237309,1,"congruent"
"588e8b95670d6600012bd8dc",6,0.936,"Accuracy","Varying",1.13615773799705,1,"incongruent"
"588e8b95670d6600012bd8dc",7,0.747,"Accuracy","Varying",1.66916502594263,1,"congruent"
"588e8b95670d6600012bd8dc",1,0.748,"Speed_Accuracy","Varying",-1.4394449325056,1,"congruent"
"588e8b95670d6600012bd8dc",2,0.856,"Speed_Accuracy","Varying",-1.10328182004076,1,"incongruent"
"588e8b95670d6600012bd8dc",3,0.65,"Speed_Accuracy","Varying",-0.606227806155587,1,"incongruent"
"588e8b95670d6600012bd8dc",4,0.759,"Speed_Accuracy","Varying",-0.20175347297597,1,"incongruent"
"588e8b95670d6600012bd8dc",6,1.194,"Speed_Accuracy","Varying",0.65078853818151,1,"congruent"
"588e8b95670d6600012bd8dc",7,0.939,"Speed_Accuracy","Varying",1.29974513497192,1,"incongruent"
"588e8b95670d6600012bd8dc",1,1.007,"Accuracy","Varying",-1.4394449325056,1,"congruent"
"588e8b95670d6600012bd8dc",2,1.075,"Accuracy","Varying",-0.986883095270181,1,"incongruent"
"588e8b95670d6600012bd8dc",3,0.719,"Accuracy","Varying",-0.391406993644635,1,"congruent"
"588e8b95670d6600012bd8dc",4,0.79,"Accuracy","Varying",0.0440770384120853,1,"incongruent"
"588e8b95670d6600012bd8dc",5,0.661,"Accuracy","Varying",0.51146960119742,1,"incongruent"
"588e8b95670d6600012bd8dc",6,0.411,"Accuracy","Varying",0.920887509560343,1,"congruent"
"588e8b95670d6600012bd8dc",7,0.361,"Accuracy","Varying",1.21795143648448,1,"congruent"
"588e8b95670d6600012bd8dc",1,1.008,"Speed","Varying",-1.4394449325056,1,"congruent"
"588e8b95670d6600012bd8dc",2,0.828,"Speed","Varying",-0.986433679344426,1,"incongruent"
"588e8b95670d6600012bd8dc",3,0.649,"Speed","Varying",-0.501963311380397,1,"congruent"
"588e8b95670d6600012bd8dc",5,1.164,"Speed","Varying",0.240921213892832,1,"congruent"
"588e8b95670d6600012bd8dc",6,0.547,"Speed","Varying",0.876395332910585,1,"incongruent"
"588e8b95670d6600012bd8dc",7,0.496,"Speed","Varying",1.23457982573742,1,"incongruent"
"588e8b95670d6600012bd8dc",8,0.387,"Speed","Varying",1.56984410635075,1,"congruent"
"588e8b95670d6600012bd8dc",9,0.605,"Speed","Varying",1.85612205105677,1,"congruent"
"588e8b95670d6600012bd8dc",1,0.93,"Accuracy","Varying",-1.4394449325056,1,"incongruent"
"588e8b95670d6600012bd8dc",2,0.631,"Accuracy","Varying",-1.02148812155333,1,"congruent"
"588e8b95670d6600012bd8dc",3,0.451,"Accuracy","Varying",-0.625552690963057,1,"congruent"
"588e8b95670d6600012bd8dc",4,0.614,"Accuracy","Varying",-0.310512127008712,1,"incongruent"
"588e8b95670d6600012bd8dc",5,0.819,"Accuracy","Varying",0.07778323284372,1,"incongruent"
"588e8b95670d6600012bd8dc",6,0.894,"Accuracy","Varying",0.558208857475953,1,"incongruent"
