phase,uniqueid,distractor,target,type,response,hit,rt,trialNum,initrt,stimOn,stimOff,startTime,moneyEarned,sessionNum,blockNum,blockType,intervalNum,intervalType,intervalLength,iti,isi
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,yellow,incongruent,yellow,1.0,765.0,6.0,,1668182628506.0,1668182629271.0,1668182622694.0,0.0,0.0,1.0,Mixed_1000,4.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,,,,,,,,,,,,0.0,0.0,1.0,Mixed_1000,4.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,red,congruent,red,1.0,662.0,1.0,,1668182636722.0,1668182637384.0,1668182636721.0,0.0,0.0,1.0,Mixed_1000,5.0,Accuracy,8000.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,YELLOW,blue,incongruent,blue,1.0,741.0,2.0,,1668182637890.0,1668182638631.0,1668182636721.0,0.0,0.0,1.0,Mixed_1000,5.0,Accuracy,8000.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,red,incongruent,red,1.0,653.0,3.0,,1668182639138.0,1668182639791.0,1668182636721.0,0.0,0.0,1.0,Mixed_1000,5.0,Accuracy,8000.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,green,congruent,green,1.0,1149.0,4.0,,1668182640298.0,1668182641447.0,1668182636721.0,0.0,0.0,1.0,Mixed_1000,5.0,Accuracy,8000.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,YELLOW,yellow,congruent,yellow,1.0,821.0,5.0,,1668182641954.0,1668182642775.0,1668182636721.0,0.0,0.0,1.0,Mixed_1000,5.0,Accuracy,8000.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,green,incongruent,green,1.0,1108.0,6.0,,1668182643282.0,1668182644390.0,1668182636721.0,0.0,0.0,1.0,Mixed_1000,5.0,Accuracy,8000.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,,,,,,,,,,,,0.0,0.0,1.0,Mixed_1000,5.0,Accuracy,8000.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,YELLOW,blue,incongruent,blue,1.0,852.0,1.0,,1668182651738.0,1668182652591.0,1668182651738.0,0.0,0.0,1.0,Mixed_1000,6.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,red,congruent,red,1.0,516.0,2.0,,1668182653098.0,1668182653614.0,1668182651738.0,0.0,0.0,1.0,Mixed_1000,6.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,yellow,incongruent,green,0.0,660.0,3.0,,1668182654122.0,1668182654782.0,1668182651738.0,0.0,0.0,1.0,Mixed_1000,6.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,YELLOW,blue,incongruent,blue,1.0,731.0,4.0,,1668182655283.0,1668182656014.0,1668182651738.0,0.0,0.0,1.0,Mixed_1000,6.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,green,congruent,green,1.0,580.0,5.0,,1668182656522.0,1668182657102.0,1668182651738.0,0.0,0.0,1.0,Mixed_1000,6.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,blue,congruent,green,0.0,588.0,6.0,,1668182657610.0,1668182658198.0,1668182651738.0,0.0,0.0,1.0,Mixed_1000,6.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,,,,,,,,,,,,0.0,0.0,1.0,Mixed_1000,6.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,green,incongruent,green,1.0,900.0,1.0,,1668182666258.0,1668182667158.0,1668182666258.0,0.0,0.0,1.0,Mixed_1000,7.0,Accuracy,6500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,YELLOW,yellow,congruent,yellow,1.0,835.0,2.0,,1668182667666.0,1668182668501.0,1668182666258.0,0.0,0.0,1.0,Mixed_1000,7.0,Accuracy,6500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,red,incongruent,red,1.0,659.0,3.0,,1668182669010.0,1668182669669.0,1668182666258.0,0.0,0.0,1.0,Mixed_1000,7.0,Accuracy,6500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,blue,incongruent,blue,1.0,787.0,4.0,,1668182670178.0,1668182670965.0,1668182666258.0,0.0,0.0,1.0,Mixed_1000,7.0,Accuracy,6500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,green,congruent,green,1.0,619.0,5.0,,1668182671474.0,1668182672093.0,1668182666258.0,0.0,0.0,1.0,Mixed_1000,7.0,Accuracy,6500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,,,,,,,,,,,,0.0,0.0,1.0,Mixed_1000,7.0,Accuracy,6500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,green,congruent,green,1.0,563.0,1.0,,1668182679282.0,1668182679845.0,1668182679282.0,0.0,0.0,1.0,Mixed_1000,8.0,Speed,6500.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,blue,incongruent,blue,1.0,570.0,2.0,,1668182680354.0,1668182680924.0,1668182679282.0,0.0,0.0,1.0,Mixed_1000,8.0,Speed,6500.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,yellow,incongruent,yellow,1.0,474.0,3.0,,1668182681426.0,1668182681900.0,1668182679282.0,0.0,0.0,1.0,Mixed_1000,8.0,Speed,6500.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,blue,congruent,blue,1.0,594.0,4.0,,1668182682402.0,1668182682996.0,1668182679282.0,0.0,0.0,1.0,Mixed_1000,8.0,Speed,6500.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,YELLOW,yellow,congruent,yellow,1.0,666.0,5.0,,1668182683498.0,1668182684164.0,1668182679282.0,0.0,0.0,1.0,Mixed_1000,8.0,Speed,6500.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,green,incongruent,green,1.0,722.0,6.0,,1668182684666.0,1668182685388.0,1668182679282.0,0.0,0.0,1.0,Mixed_1000,8.0,Speed,6500.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,,,,,,,,,,,,0.0,0.0,1.0,Mixed_1000,8.0,Speed,6500.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,yellow,incongruent,yellow,1.0,1267.0,1.0,,1668182691797.0,1668182693064.0,1668182691797.0,0.0,0.0,1.0,Mixed_1000,9.0,Accuracy,8000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,red,congruent,red,1.0,618.0,2.0,,1668182693565.0,1668182694183.0,1668182691797.0,0.0,0.0,1.0,Mixed_1000,9.0,Accuracy,8000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,yellow,incongruent,yellow,1.0,650.0,3.0,,1668182694685.0,1668182695335.0,1668182691797.0,0.0,0.0,1.0,Mixed_1000,9.0,Accuracy,8000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,blue,congruent,blue,1.0,522.0,4.0,,1668182695837.0,1668182696359.0,1668182691797.0,0.0,0.0,1.0,Mixed_1000,9.0,Accuracy,8000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,red,incongruent,red,1.0,650.0,5.0,,1668182696861.0,1668182697511.0,1668182691797.0,0.0,0.0,1.0,Mixed_1000,9.0,Accuracy,8000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,blue,congruent,blue,1.0,650.0,6.0,,1668182698013.0,1668182698663.0,1668182691797.0,0.0,0.0,1.0,Mixed_1000,9.0,Accuracy,8000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,,,,,,,,,,,,0.0,0.0,1.0,Mixed_1000,9.0,Accuracy,8000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,green,congruent,green,1.0,985.0,1.0,,1668182706814.0,1668182707799.0,1668182706813.0,0.0,0.0,1.0,Mixed_1000,10.0,Speed,7000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,yellow,incongruent,yellow,1.0,673.0,2.0,,1668182708301.0,1668182708974.0,1668182706813.0,0.0,0.0,1.0,Mixed_1000,10.0,Speed,7000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,green,congruent,green,1.0,537.0,3.0,,1668182709477.0,1668182710014.0,1668182706813.0,0.0,0.0,1.0,Mixed_1000,10.0,Speed,7000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,red,incongruent,red,1.0,545.0,4.0,,1668182710517.0,1668182711062.0,1668182706813.0,0.0,0.0,1.0,Mixed_1000,10.0,Speed,7000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,blue,incongruent,blue,1.0,689.0,5.0,,1668182711565.0,1668182712254.0,1668182706813.0,0.0,0.0,1.0,Mixed_1000,10.0,Speed,7000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,YELLOW,red,incongruent,red,1.0,729.0,6.0,,1668182712757.0,1668182713486.0,1668182706813.0,0.0,0.0,1.0,Mixed_1000,10.0,Speed,7000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,,,,,,,,,,,,0.0,0.0,1.0,Mixed_1000,10.0,Speed,7000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,blue,congruent,blue,1.0,881.0,1.0,,1668182720333.0,1668182721214.0,1668182720333.0,0.0,0.0,1.0,Mixed_1000,11.0,Accuracy,6000.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,red,incongruent,red,1.0,600.0,2.0,,1668182721717.0,1668182722317.0,1668182720333.0,0.0,0.0,1.0,Mixed_1000,11.0,Accuracy,6000.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,blue,congruent,blue,1.0,536.0,3.0,,1668182722821.0,1668182723357.0,1668182720333.0,0.0,0.0,1.0,Mixed_1000,11.0,Accuracy,6000.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,red,incongruent,red,1.0,576.0,4.0,,1668182723861.0,1668182724437.0,1668182720333.0,0.0,0.0,1.0,Mixed_1000,11.0,Accuracy,6000.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,green,incongruent,green,1.0,680.0,5.0,,1668182724941.0,1668182725621.0,1668182720333.0,0.0,0.0,1.0,Mixed_1000,11.0,Accuracy,6000.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,,,,,,,,,,,,0.0,0.0,1.0,Mixed_1000,11.0,Accuracy,6000.0,1500.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,green,congruent,green,1.0,800.0,1.0,,1668182733349.0,1668182734149.0,1668182733349.0,0.0,0.0,1.0,Mixed_1000,12.0,Speed,6000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,YELLOW,red,incongruent,red,1.0,792.0,2.0,,1668182734653.0,1668182735445.0,1668182733349.0,0.0,0.0,1.0,Mixed_1000,12.0,Speed,6000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,blue,incongruent,blue,1.0,712.0,3.0,,1668182735949.0,1668182736661.0,1668182733349.0,0.0,0.0,1.0,Mixed_1000,12.0,Speed,6000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,yellow,incongruent,yellow,1.0,584.0,4.0,,1668182737165.0,1668182737749.0,1668182733349.0,0.0,0.0,1.0,Mixed_1000,12.0,Speed,6000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,green,congruent,green,1.0,560.0,5.0,,1668182738253.0,1668182738813.0,1668182733349.0,0.0,0.0,1.0,Mixed_1000,12.0,Speed,6000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,,,,,,,,,,,,0.0,0.0,1.0,Mixed_1000,12.0,Speed,6000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,red,incongruent,red,1.0,655.0,1.0,,1668182745366.0,1668182746021.0,1668182745365.0,0.0,0.0,1.0,Mixed_1000,13.0,Accuracy,7000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,YELLOW,yellow,congruent,yellow,1.0,895.0,2.0,,1668182746525.0,1668182747420.0,1668182745365.0,0.0,0.0,1.0,Mixed_1000,13.0,Accuracy,7000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,red,congruent,red,1.0,559.0,3.0,,1668182747925.0,1668182748484.0,1668182745365.0,0.0,0.0,1.0,Mixed_1000,13.0,Accuracy,7000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,blue,incongruent,blue,1.0,1018.0,4.0,,1668182748989.0,1668182750007.0,1668182745365.0,0.0,0.0,1.0,Mixed_1000,13.0,Accuracy,7000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,red,congruent,red,1.0,582.0,5.0,,1668182750513.0,1668182751095.0,1668182745365.0,0.0,0.0,1.0,Mixed_1000,13.0,Accuracy,7000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,yellow,incongruent,yellow,1.0,710.0,6.0,,1668182751601.0,1668182752311.0,1668182745365.0,0.0,0.0,1.0,Mixed_1000,13.0,Accuracy,7000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,,,,,,,,,,,,0.0,0.0,1.0,Mixed_1000,13.0,Accuracy,7000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,yellow,incongruent,yellow,1.0,614.0,1.0,,1668182759385.0,1668182759999.0,1668182759384.0,0.0,0.0,1.0,Mixed_1000,14.0,Speed,8000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,red,congruent,red,1.0,350.0,2.0,,1668182760505.0,1668182760855.0,1668182759384.0,0.0,0.0,1.0,Mixed_1000,14.0,Speed,8000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,blue,incongruent,blue,1.0,462.0,3.0,,1668182761361.0,1668182761823.0,1668182759384.0,0.0,0.0,1.0,Mixed_1000,14.0,Speed,8000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,YELLOW,yellow,congruent,yellow,1.0,541.0,4.0,,1668182762329.0,1668182762870.0,1668182759384.0,0.0,0.0,1.0,Mixed_1000,14.0,Speed,8000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,red,incongruent,red,1.0,605.0,5.0,,1668182763377.0,1668182763982.0,1668182759384.0,0.0,0.0,1.0,Mixed_1000,14.0,Speed,8000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,green,incongruent,green,1.0,733.0,6.0,,1668182764489.0,1668182765222.0,1668182759384.0,0.0,0.0,1.0,Mixed_1000,14.0,Speed,8000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,YELLOW,yellow,congruent,yellow,1.0,589.0,7.0,,1668182765729.0,1668182766318.0,1668182759384.0,0.0,0.0,1.0,Mixed_1000,14.0,Speed,8000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,,,,,,,,,,,,0.0,0.0,1.0,Mixed_1000,14.0,Speed,8000.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,blue,incongruent,blue,1.0,909.0,1.0,,1668182773401.0,1668182774310.0,1668182773400.0,0.0,0.0,1.0,Mixed_1000,15.0,Accuracy,6000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,red,congruent,red,1.0,1093.0,2.0,,1668182774817.0,1668182775910.0,1668182773400.0,0.0,0.0,1.0,Mixed_1000,15.0,Accuracy,6000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,yellow,incongruent,yellow,1.0,709.0,3.0,,1668182776417.0,1668182777126.0,1668182773400.0,0.0,0.0,1.0,Mixed_1000,15.0,Accuracy,6000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,blue,congruent,blue,1.0,661.0,4.0,,1668182777633.0,1668182778294.0,1668182773400.0,0.0,0.0,1.0,Mixed_1000,15.0,Accuracy,6000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,,,,,,,,,,,,0.0,0.0,1.0,Mixed_1000,15.0,Accuracy,6000.0,1000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,YELLOW,yellow,congruent,yellow,1.0,725.0,1.0,,1668182786417.0,1668182787142.0,1668182786416.0,0.0,0.0,1.0,Mixed_1000,16.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,green,incongruent,green,1.0,868.0,2.0,,1668182787649.0,1668182788517.0,1668182786416.0,0.0,0.0,1.0,Mixed_1000,16.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,RED,blue,incongruent,blue,1.0,620.0,3.0,,1668182789025.0,1668182789645.0,1668182786416.0,0.0,0.0,1.0,Mixed_1000,16.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,red,incongruent,red,1.0,420.0,4.0,,1668182790153.0,1668182790573.0,1668182786416.0,0.0,0.0,1.0,Mixed_1000,16.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,YELLOW,yellow,congruent,yellow,1.0,556.0,5.0,,1668182791081.0,1668182791637.0,1668182786416.0,0.0,0.0,1.0,Mixed_1000,16.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,GREEN,green,congruent,green,1.0,356.0,6.0,,1668182792145.0,1668182792501.0,1668182786416.0,0.0,0.0,1.0,Mixed_1000,16.0,Speed,7500.0,2000.0,1000.0
MainBlock,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,BLUE,blue,congruent,blue,1.0,452.0,7.0,,1668182793009.0,1668182793461.0,1668182786416.0,0.0,0.0,1.0,Mixed_1000,16.0,Speed,7500.0,2000.0,1000.0
