condition,switch,v,a,v_star,a_star
0,repeat,2.4641136955125207,0.7587659156676664,2.398800101316164,0.7052999715128739
0,switch,2.5429284165660118,0.8240077670613468,2.398800101316164,0.7052999715128739
1,repeat,2.8965797671351066,1.1149414693795072,2.9617950115825833,1.1687022139143186
1,switch,2.8178607803168507,1.0500157687485883,2.9617950115825833,1.1687022139143186
