incorrectC1,incorrectC2,uniqueid,bonus,workerid
0,0,5cc8cab1f67ce800171cc5b2:TSS_RECONF_111022,0.0,5cc8cab1f67ce800171cc5b2
0,0,5b182365316c630001abff4f:TSS_RECONF_111022,0.0,5b182365316c630001abff4f
0,0,63213cae8cfeef4aa57d329f:TSS_RECONF_111022,0.0,63213cae8cfeef4aa57d329f
0,0,6238caf8bbe2f000db32e9fb:TSS_RECONF_111022,0.0,6238caf8bbe2f000db32e9fb
0,0,5e07a0898dffa00ff1aaf60f:TSS_RECONF_111022,0.0,5e07a0898dffa00ff1aaf60f
0,0,61001e0da44d884fa49cd3b6:TSS_RECONF_111022,0.0,61001e0da44d884fa49cd3b6
0,0,62686c6e90a0f6fe0a6c646a:TSS_RECONF_111022,0.0,62686c6e90a0f6fe0a6c646a
0,0,5c573f18d3cc6b0001d9dbc3:TSS_RECONF_111022,0.0,5c573f18d3cc6b0001d9dbc3
0,0,6312fb265eb1e756a4934182:TSS_RECONF_111022,0.0,6312fb265eb1e756a4934182
0,0,60ff8160e8f2227f8b200510:TSS_RECONF_111022,0.0,60ff8160e8f2227f8b200510
