phase,uniqueid,distractor,target,type,response,hit,rt,trialNum,initrt,stimOn,stimOff,startTime,moneyEarned,sessionNum,blockNum,blockType,intervalNum,intervalType,intervalLength
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,green,incongruent,green,1.0,1105.0,1.0,,1639176410652.0,1639176411757.0,1639176410651.0,0.0,0.0,1.0,Mixed,1.0,Speed,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,558.0,2.0,,1639176412271.0,1639176412829.0,1639176410651.0,0.0,0.0,1.0,Mixed,1.0,Speed,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,red,incongruent,red,1.0,757.0,3.0,,1639176413344.0,1639176414101.0,1639176410651.0,0.0,0.0,1.0,Mixed,1.0,Speed,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,533.0,4.0,,1639176414616.0,1639176415149.0,1639176410651.0,0.0,0.0,1.0,Mixed,1.0,Speed,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,green,congruent,green,1.0,487.0,5.0,,1639176415662.0,1639176416149.0,1639176410651.0,0.0,0.0,1.0,Mixed,1.0,Speed,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,red,incongruent,red,1.0,616.0,6.0,,1639176416662.0,1639176417278.0,1639176410651.0,0.0,0.0,1.0,Mixed,1.0,Speed,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,yellow,incongruent,yellow,1.0,539.0,7.0,,1639176417779.0,1639176418318.0,1639176410651.0,0.0,0.0,1.0,Mixed,1.0,Speed,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,red,congruent,red,1.0,587.0,8.0,,1639176418827.0,1639176419414.0,1639176410651.0,0.0,0.0,1.0,Mixed,1.0,Speed,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,544.0,9.0,,1639176419917.0,1639176420461.0,1639176410651.0,0.0,0.0,1.0,Mixed,1.0,Speed,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,yellow,incongruent,yellow,1.0,575.0,10.0,,1639176420975.0,1639176421550.0,1639176410651.0,0.0,0.0,1.0,Mixed,1.0,Speed,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,1.0,Mixed,1.0,Speed,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,green,congruent,green,1.0,1094.0,1.0,,1639176427681.0,1639176428775.0,1639176427681.0,0.0,0.0,1.0,Mixed,2.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,red,incongruent,red,1.0,583.0,2.0,,1639176429287.0,1639176429870.0,1639176427681.0,0.0,0.0,1.0,Mixed,2.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,green,incongruent,green,1.0,589.0,3.0,,1639176430378.0,1639176430967.0,1639176427681.0,0.0,0.0,1.0,Mixed,2.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,524.0,4.0,,1639176431483.0,1639176432007.0,1639176427681.0,0.0,0.0,1.0,Mixed,2.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,green,incongruent,green,1.0,880.0,5.0,,1639176432511.0,1639176433391.0,1639176427681.0,0.0,0.0,1.0,Mixed,2.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,blue,incongruent,blue,1.0,527.0,6.0,,1639176433896.0,1639176434423.0,1639176427681.0,0.0,0.0,1.0,Mixed,2.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,red,congruent,red,1.0,497.0,7.0,,1639176434926.0,1639176435423.0,1639176427681.0,0.0,0.0,1.0,Mixed,2.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,1.0,Mixed,2.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,yellow,incongruent,green,0.0,761.0,1.0,,1639176440712.0,1639176441473.0,1639176440712.0,0.0,0.0,1.0,Mixed,3.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,green,congruent,green,1.0,569.0,2.0,,1639176441975.0,1639176442544.0,1639176440712.0,0.0,0.0,1.0,Mixed,3.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,394.0,3.0,,1639176443046.0,1639176443440.0,1639176440712.0,0.0,0.0,1.0,Mixed,3.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,red,incongruent,red,1.0,516.0,4.0,,1639176443948.0,1639176444464.0,1639176440712.0,0.0,0.0,1.0,Mixed,3.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,yellow,incongruent,yellow,1.0,416.0,5.0,,1639176444976.0,1639176445392.0,1639176440712.0,0.0,0.0,1.0,Mixed,3.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,blue,incongruent,blue,1.0,623.0,6.0,,1639176445905.0,1639176446528.0,1639176440712.0,0.0,0.0,1.0,Mixed,3.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,green,congruent,green,1.0,497.0,7.0,,1639176447032.0,1639176447529.0,1639176440712.0,0.0,0.0,1.0,Mixed,3.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,457.0,8.0,,1639176448031.0,1639176448488.0,1639176440712.0,0.0,0.0,1.0,Mixed,3.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,1.0,Mixed,3.0,Speed_Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,green,congruent,green,1.0,707.0,1.0,,1639176454247.0,1639176454954.0,1639176454246.0,0.0,0.0,1.0,Mixed,4.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,yellow,incongruent,yellow,1.0,460.0,2.0,,1639176455461.0,1639176455921.0,1639176454246.0,0.0,0.0,1.0,Mixed,4.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,blue,incongruent,blue,1.0,623.0,3.0,,1639176456426.0,1639176457049.0,1639176454246.0,0.0,0.0,1.0,Mixed,4.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,red,incongruent,red,1.0,442.0,4.0,,1639176457559.0,1639176458001.0,1639176454246.0,0.0,0.0,1.0,Mixed,4.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,862.0,5.0,,1639176458507.0,1639176459369.0,1639176454246.0,0.0,0.0,1.0,Mixed,4.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,518.0,6.0,,1639176459876.0,1639176460394.0,1639176454246.0,0.0,0.0,1.0,Mixed,4.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,green,congruent,green,1.0,488.0,7.0,,1639176460906.0,1639176461394.0,1639176454246.0,0.0,0.0,1.0,Mixed,4.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,1.0,Mixed,4.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,blue,incongruent,blue,1.0,749.0,1.0,,1639176468271.0,1639176469020.0,1639176468271.0,0.0,0.0,1.0,Mixed,5.0,Speed_Accuracy,10000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,522.0,2.0,,1639176469529.0,1639176470051.0,1639176468271.0,0.0,0.0,1.0,Mixed,5.0,Speed_Accuracy,10000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,red,congruent,red,1.0,471.0,3.0,,1639176470564.0,1639176471035.0,1639176468271.0,0.0,0.0,1.0,Mixed,5.0,Speed_Accuracy,10000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,blue,incongruent,blue,1.0,928.0,4.0,,1639176471547.0,1639176472475.0,1639176468271.0,0.0,0.0,1.0,Mixed,5.0,Speed_Accuracy,10000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,red,incongruent,red,1.0,683.0,5.0,,1639176472985.0,1639176473668.0,1639176468271.0,0.0,0.0,1.0,Mixed,5.0,Speed_Accuracy,10000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,green,congruent,green,1.0,631.0,6.0,,1639176474172.0,1639176474803.0,1639176468271.0,0.0,0.0,1.0,Mixed,5.0,Speed_Accuracy,10000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,1201.0,7.0,,1639176475307.0,1639176476508.0,1639176468271.0,0.0,0.0,1.0,Mixed,5.0,Speed_Accuracy,10000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,529.0,8.0,,1639176477018.0,1639176477547.0,1639176468271.0,0.0,0.0,1.0,Mixed,5.0,Speed_Accuracy,10000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,1.0,Mixed,5.0,Speed_Accuracy,10000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,yellow,incongruent,yellow,1.0,918.0,1.0,,1639176483815.0,1639176484733.0,1639176483814.0,0.0,0.0,1.0,Mixed,6.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,596.0,2.0,,1639176485240.0,1639176485836.0,1639176483814.0,0.0,0.0,1.0,Mixed,6.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,red,incongruent,red,1.0,661.0,3.0,,1639176486343.0,1639176487004.0,1639176483814.0,0.0,0.0,1.0,Mixed,6.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,yellow,incongruent,yellow,1.0,597.0,4.0,,1639176487511.0,1639176488108.0,1639176483814.0,0.0,0.0,1.0,Mixed,6.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,583.0,5.0,,1639176488614.0,1639176489197.0,1639176483814.0,0.0,0.0,1.0,Mixed,6.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,red,congruent,red,1.0,450.0,6.0,,1639176489707.0,1639176490157.0,1639176483814.0,0.0,0.0,1.0,Mixed,6.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,blue,incongruent,blue,1.0,814.0,7.0,,1639176490671.0,1639176491485.0,1639176483814.0,0.0,0.0,1.0,Mixed,6.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,1.0,Mixed,6.0,Accuracy,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,694.0,1.0,,1639176497329.0,1639176498023.0,1639176497328.0,0.0,0.0,1.0,Mixed,7.0,Speed,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,green,congruent,green,1.0,541.0,2.0,,1639176498529.0,1639176499070.0,1639176497328.0,0.0,0.0,1.0,Mixed,7.0,Speed,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,508.0,3.0,,1639176499586.0,1639176500094.0,1639176497328.0,0.0,0.0,1.0,Mixed,7.0,Speed,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,red,incongruent,red,1.0,393.0,4.0,,1639176500597.0,1639176500990.0,1639176497328.0,0.0,0.0,1.0,Mixed,7.0,Speed,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,567.0,5.0,,1639176501503.0,1639176502070.0,1639176497328.0,0.0,0.0,1.0,Mixed,7.0,Speed,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,red,incongruent,red,1.0,413.0,6.0,,1639176502577.0,1639176502990.0,1639176497328.0,0.0,0.0,1.0,Mixed,7.0,Speed,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,480.0,7.0,,1639176503494.0,1639176503974.0,1639176497328.0,0.0,0.0,1.0,Mixed,7.0,Speed,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,red,incongruent,red,1.0,481.0,8.0,,1639176504477.0,1639176504958.0,1639176497328.0,0.0,0.0,1.0,Mixed,7.0,Speed,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,1.0,Mixed,7.0,Speed,8000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,600.0,1.0,,1639176510856.0,1639176511456.0,1639176510855.0,0.0,0.0,1.0,Mixed,8.0,Speed,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,blue,incongruent,blue,1.0,544.0,2.0,,1639176511967.0,1639176512511.0,1639176510855.0,0.0,0.0,1.0,Mixed,8.0,Speed,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,523.0,3.0,,1639176513012.0,1639176513535.0,1639176510855.0,0.0,0.0,1.0,Mixed,8.0,Speed,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,red,incongruent,red,1.0,655.0,4.0,,1639176514040.0,1639176514695.0,1639176510855.0,0.0,0.0,1.0,Mixed,8.0,Speed,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,420.0,5.0,,1639176515203.0,1639176515623.0,1639176510855.0,0.0,0.0,1.0,Mixed,8.0,Speed,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,blue,incongruent,red,0.0,551.0,6.0,,1639176516138.0,1639176516689.0,1639176510855.0,0.0,0.0,1.0,Mixed,8.0,Speed,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,496.0,7.0,,1639176517199.0,1639176517695.0,1639176510855.0,0.0,0.0,1.0,Mixed,8.0,Speed,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,green,congruent,green,1.0,568.0,8.0,,1639176518200.0,1639176518768.0,1639176510855.0,0.0,0.0,1.0,Mixed,8.0,Speed,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,red,incongruent,red,1.0,501.0,9.0,,1639176519283.0,1639176519784.0,1639176510855.0,0.0,0.0,1.0,Mixed,8.0,Speed,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,587.0,10.0,,1639176520293.0,1639176520880.0,1639176510855.0,0.0,0.0,1.0,Mixed,8.0,Speed,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,1081.0,11.0,,1639176521384.0,1639176522465.0,1639176510855.0,0.0,0.0,1.0,Mixed,8.0,Speed,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,1.0,Mixed,8.0,Speed,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,green,incongruent,green,1.0,664.0,1.0,,1639176527897.0,1639176528561.0,1639176527897.0,0.0,0.0,1.0,Mixed,9.0,Accuracy,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,498.0,2.0,,1639176529071.0,1639176529569.0,1639176527897.0,0.0,0.0,1.0,Mixed,9.0,Accuracy,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,green,congruent,green,1.0,479.0,3.0,,1639176530082.0,1639176530561.0,1639176527897.0,0.0,0.0,1.0,Mixed,9.0,Accuracy,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,383.0,4.0,,1639176531074.0,1639176531457.0,1639176527897.0,0.0,0.0,1.0,Mixed,9.0,Accuracy,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,463.0,5.0,,1639176531962.0,1639176532425.0,1639176527897.0,0.0,0.0,1.0,Mixed,9.0,Accuracy,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,yellow,incongruent,yellow,1.0,465.0,6.0,,1639176532929.0,1639176533394.0,1639176527897.0,0.0,0.0,1.0,Mixed,9.0,Accuracy,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,403.0,7.0,,1639176533910.0,1639176534313.0,1639176527897.0,0.0,0.0,1.0,Mixed,9.0,Accuracy,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,red,incongruent,red,1.0,326.0,8.0,,1639176534828.0,1639176535154.0,1639176527897.0,0.0,0.0,1.0,Mixed,9.0,Accuracy,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,red,0.0,386.0,9.0,,1639176535656.0,1639176536042.0,1639176527897.0,0.0,0.0,1.0,Mixed,9.0,Accuracy,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,1.0,Mixed,9.0,Accuracy,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,green,incongruent,green,1.0,805.0,1.0,,1639176541933.0,1639176542738.0,1639176541933.0,0.0,0.0,1.0,Mixed,10.0,Speed_Accuracy,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,521.0,2.0,,1639176543242.0,1639176543763.0,1639176541933.0,0.0,0.0,1.0,Mixed,10.0,Speed_Accuracy,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,green,congruent,green,1.0,377.0,3.0,,1639176544273.0,1639176544650.0,1639176541933.0,0.0,0.0,1.0,Mixed,10.0,Speed_Accuracy,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,red,incongruent,red,1.0,478.0,4.0,,1639176545165.0,1639176545643.0,1639176541933.0,0.0,0.0,1.0,Mixed,10.0,Speed_Accuracy,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,blue,incongruent,blue,1.0,560.0,5.0,,1639176546146.0,1639176546706.0,1639176541933.0,0.0,0.0,1.0,Mixed,10.0,Speed_Accuracy,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,612.0,6.0,,1639176547215.0,1639176547827.0,1639176541933.0,0.0,0.0,1.0,Mixed,10.0,Speed_Accuracy,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,blue,incongruent,blue,1.0,506.0,7.0,,1639176548329.0,1639176548835.0,1639176541933.0,0.0,0.0,1.0,Mixed,10.0,Speed_Accuracy,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,green,incongruent,green,1.0,442.0,8.0,,1639176549345.0,1639176549787.0,1639176541933.0,0.0,0.0,1.0,Mixed,10.0,Speed_Accuracy,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,608.0,9.0,,1639176550291.0,1639176550899.0,1639176541933.0,0.0,0.0,1.0,Mixed,10.0,Speed_Accuracy,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,573.0,10.0,,1639176551406.0,1639176551979.0,1639176541933.0,0.0,0.0,1.0,Mixed,10.0,Speed_Accuracy,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,1.0,Mixed,10.0,Speed_Accuracy,11000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,green,congruent,green,1.0,555.0,1.0,,1639176557962.0,1639176558517.0,1639176557962.0,0.0,0.0,1.0,Mixed,11.0,Accuracy,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,blue,incongruent,red,0.0,574.0,2.0,,1639176559022.0,1639176559596.0,1639176557962.0,0.0,0.0,1.0,Mixed,11.0,Accuracy,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,green,congruent,green,1.0,495.0,3.0,,1639176560101.0,1639176560596.0,1639176557962.0,0.0,0.0,1.0,Mixed,11.0,Accuracy,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,red,incongruent,yellow,0.0,444.0,4.0,,1639176561112.0,1639176561556.0,1639176557962.0,0.0,0.0,1.0,Mixed,11.0,Accuracy,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,yellow,incongruent,yellow,1.0,1134.0,5.0,,1639176562063.0,1639176563197.0,1639176557962.0,0.0,0.0,1.0,Mixed,11.0,Accuracy,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,red,congruent,red,1.0,625.0,6.0,,1639176563707.0,1639176564332.0,1639176557962.0,0.0,0.0,1.0,Mixed,11.0,Accuracy,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,656.0,7.0,,1639176564845.0,1639176565501.0,1639176557962.0,0.0,0.0,1.0,Mixed,11.0,Accuracy,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,657.0,8.0,,1639176566012.0,1639176566669.0,1639176557962.0,0.0,0.0,1.0,Mixed,11.0,Accuracy,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,green,incongruent,green,1.0,928.0,9.0,,1639176567181.0,1639176568109.0,1639176557962.0,0.0,0.0,1.0,Mixed,11.0,Accuracy,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,yellow,incongruent,yellow,1.0,564.0,10.0,,1639176568618.0,1639176569182.0,1639176557962.0,0.0,0.0,1.0,Mixed,11.0,Accuracy,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,1.0,Mixed,11.0,Accuracy,12000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,643.0,1.0,,1639176575971.0,1639176576614.0,1639176575970.0,0.0,0.0,1.0,Mixed,12.0,Speed,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,red,incongruent,red,1.0,628.0,2.0,,1639176577122.0,1639176577750.0,1639176575970.0,0.0,0.0,1.0,Mixed,12.0,Speed,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,yellow,congruent,yellow,1.0,657.0,3.0,,1639176578261.0,1639176578918.0,1639176575970.0,0.0,0.0,1.0,Mixed,12.0,Speed,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,red,incongruent,red,1.0,614.0,4.0,,1639176579433.0,1639176580047.0,1639176575970.0,0.0,0.0,1.0,Mixed,12.0,Speed,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,green,incongruent,green,1.0,717.0,5.0,,1639176580553.0,1639176581270.0,1639176575970.0,0.0,0.0,1.0,Mixed,12.0,Speed,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,blue,congruent,blue,1.0,399.0,6.0,,1639176581783.0,1639176582182.0,1639176575970.0,0.0,0.0,1.0,Mixed,12.0,Speed,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,red,incongruent,red,1.0,624.0,7.0,,1639176582686.0,1639176583310.0,1639176575970.0,0.0,0.0,1.0,Mixed,12.0,Speed,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,BLUE,yellow,incongruent,yellow,1.0,457.0,8.0,,1639176583813.0,1639176584270.0,1639176575970.0,0.0,0.0,1.0,Mixed,12.0,Speed,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,,,,,,,,,,,,0.0,0.0,1.0,Mixed,12.0,Speed,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,RED,red,congruent,red,1.0,690.0,1.0,,1639176590510.0,1639176591200.0,1639176590509.0,0.0,0.0,1.0,Mixed,13.0,Accuracy,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,green,incongruent,green,1.0,822.0,2.0,,1639176591705.0,1639176592527.0,1639176590509.0,0.0,0.0,1.0,Mixed,13.0,Accuracy,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,yellow,incongruent,yellow,1.0,461.0,3.0,,1639176593042.0,1639176593503.0,1639176590509.0,0.0,0.0,1.0,Mixed,13.0,Accuracy,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,YELLOW,red,incongruent,red,1.0,729.0,4.0,,1639176594014.0,1639176594743.0,1639176590509.0,0.0,0.0,1.0,Mixed,13.0,Accuracy,9000.0
MainBlock,5b060d9e68eff50001d1a2c1:TSS_DDL_092921,GREEN,green,congruent,green,1.0,783.0,5.0,,1639176595257.0,1639176596040.0,1639176590509.0,0.0,0.0,1.0,Mixed,13.0,Accuracy,9000.0
