"subj_idx","trialNum","rt","intervalType","blockType","isi","scaledRunningTime","response","congruency"
"5694e7b5e0c800000b5a3841",1,0.665,"Speed","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.624,"Speed","Varying","ISI_1000",-0.789572428360574,1,"congruent"
"5694e7b5e0c800000b5a3841",3,0.629,"Speed","Varying","ISI_1000",-0.139360743649774,1,"congruent"
"5694e7b5e0c800000b5a3841",4,1.017,"Speed","Varying","ISI_1000",0.514570687541065,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,1.236,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.825,"Accuracy","Varying","ISI_1000",-0.364777380340131,1,"congruent"
"5694e7b5e0c800000b5a3841",3,0.892,"Accuracy","Varying","ISI_1000",0.434968112868233,1,"congruent"
"5694e7b5e0c800000b5a3841",4,1.135,"Accuracy","Varying","ISI_1000",1.28455820890912,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,1.003,"Speed","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,1.034,"Speed","Varying","ISI_1000",-0.538117566309944,1,"congruent"
"5694e7b5e0c800000b5a3841",3,0.78,"Speed","Varying","ISI_1000",0.417113329764046,1,"incongruent"
"5694e7b5e0c800000b5a3841",4,1.279,"Speed","Varying","ISI_1000",1.18338110465206,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,0.716,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.601,"Accuracy","Varying","ISI_1000",-0.751631014264177,1,"congruent"
"5694e7b5e0c800000b5a3841",3,0.625,"Accuracy","Varying","ISI_1000",-0.118530163361556,1,"incongruent"
"5694e7b5e0c800000b5a3841",4,1.006,"Accuracy","Varying","ISI_1000",0.532425470645252,1,"incongruent"
"5694e7b5e0c800000b5a3841",5,0.773,"Accuracy","Varying","ISI_1000",1.46682578643102,1,"congruent"
"5694e7b5e0c800000b5a3841",1,1.079,"Speed","Varying","ISI_1000",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,1.611,"Speed","Varying","ISI_1000",-0.481577419813353,1,"incongruent"
"5694e7b5e0c800000b5a3841",3,0.526,"Speed","Varying","ISI_1000",0.902912220057127,1,"congruent"
"5694e7b5e0c800000b5a3841",2,0.591,"Accuracy","Varying","ISI_1000",-0.419085678948699,1,"incongruent"
"5694e7b5e0c800000b5a3841",3,0.621,"Accuracy","Varying","ISI_1000",0.206575678993844,1,"congruent"
"5694e7b5e0c800000b5a3841",4,0.578,"Accuracy","Varying","ISI_1000",0.854555515816621,1,"incongruent"
"5694e7b5e0c800000b5a3841",5,0.488,"Accuracy","Varying","ISI_1000",1.47054553291106,1,"congruent"
"5694e7b5e0c800000b5a3841",6,0.93,"Accuracy","Varying","ISI_1000",2.01958011336481,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,1.172,"Speed","Varying","ISI_1000",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,1.099,"Speed","Varying","ISI_1000",-0.412390135284629,1,"incongruent"
"5694e7b5e0c800000b5a3841",3,0.608,"Speed","Varying","ISI_1000",0.591197465029867,1,"incongruent"
"5694e7b5e0c800000b5a3841",4,0.452,"Speed","Varying","ISI_1000",1.22950596100454,1,"congruent"
"5694e7b5e0c800000b5a3841",5,0.478,"Speed","Varying","ISI_1000",1.751758366802,1,"congruent"
"5694e7b5e0c800000b5a3841",1,2.896,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,1.834,"Accuracy","Varying","ISI_1000",0.870178451032785,1,"congruent"
"5694e7b5e0c800000b5a3841",1,0.709,"Speed","Varying","ISI_1000",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,0.584,"Speed","Varying","ISI_1000",-0.756838659336232,1,"incongruent"
"5694e7b5e0c800000b5a3841",3,1.361,"Speed","Varying","ISI_1000",-0.136384946465743,1,"congruent"
"5694e7b5e0c800000b5a3841",1,0.797,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,1.555,"Accuracy","Varying","ISI_1000",-0.691371121287547,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,0.754,"Speed","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.525,"Speed","Varying","ISI_1000",-0.723360941015882,1,"congruent"
"5694e7b5e0c800000b5a3841",3,0.948,"Speed","Varying","ISI_1000",-0.146800236609852,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,1.159,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,0.58,"Accuracy","Varying","ISI_1000",-0.422061476132731,1,"incongruent"
"5694e7b5e0c800000b5a3841",3,0.703,"Accuracy","Varying","ISI_1000",0.195416439553727,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,0.667,"Speed","Varying","ISI_1000",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,0.821,"Speed","Varying","ISI_1000",-0.788084529768559,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,2.324,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.695,"Accuracy","Varying","ISI_1000",0.444639453716334,1,"congruent"
"5694e7b5e0c800000b5a3841",3,0.955,"Accuracy","Varying","ISI_1000",1.14767153844369,1,"incongruent"
"5694e7b5e0c800000b5a3841",4,1.116,"Accuracy","Varying","ISI_1000",2.04413044013306,1,"congruent"
"5694e7b5e0c800000b5a3841",1,0.73,"Speed","Varying","ISI_1000",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,1.078,"Speed","Varying","ISI_1000",-0.741215724120069,1,"incongruent"
"5694e7b5e0c800000b5a3841",3,0.835,"Speed","Varying","ISI_1000",0.246748940978264,1,"congruent"
"5694e7b5e0c800000b5a3841",4,0.452,"Speed","Varying","ISI_1000",1.05393392714671,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,0.661,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,0.822,"Accuracy","Varying","ISI_1000",-0.792548225544605,1,"incongruent"
"5694e7b5e0c800000b5a3841",3,0.619,"Accuracy","Varying","ISI_1000",0.00496541977573556,1,"congruent"
"5694e7b5e0c800000b5a3841",4,1.005,"Accuracy","Varying","ISI_1000",0.651457358006497,1,"incongruent"
"5694e7b5e0c800000b5a3841",5,0.737,"Accuracy","Varying","ISI_1000",1.58511372449626,1,"congruent"
"5694e7b5e0c800000b5a3841",1,1.696,"Speed","Varying","ISI_1000",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,1.181,"Speed","Varying","ISI_1000",-0.0225607041765523,1,"incongruent"
"5694e7b5e0c800000b5a3841",3,1.822,"Speed","Varying","ISI_1000",1.04203073841058,1,"incongruent"
"5694e7b5e0c800000b5a3841",4,0.543,"Speed","Varying","ISI_1000",2.5834936797387,1,"congruent"
"5694e7b5e0c800000b5a3841",1,1.252,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.824,"Accuracy","Varying","ISI_1000",-0.352874191604007,1,"congruent"
"5694e7b5e0c800000b5a3841",3,1.259,"Accuracy","Varying","ISI_1000",0.44612735230835,1,"incongruent"
"5694e7b5e0c800000b5a3841",4,0.725,"Accuracy","Varying","ISI_1000",1.56874683998409,1,"congruent"
"5694e7b5e0c800000b5a3841",2,0.881,"Speed","Varying","ISI_1000",0.955732620073679,1,"congruent"
"5694e7b5e0c800000b5a3841",1,2.536,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.665,"Accuracy","Varying","ISI_1000",0.602356704469984,1,"congruent"
"5694e7b5e0c800000b5a3841",1,1.034,"Speed","Varying","ISI_1000",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,2.343,"Speed","Varying","ISI_1000",-0.515055138133703,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,1.649,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,1.414,"Accuracy","Varying","ISI_1000",-0.057526321088918,0,"incongruent"
"5694e7b5e0c800000b5a3841",3,0.781,"Accuracy","Varying","ISI_1000",1.18040530746803,1,"congruent"
"5694e7b5e0c800000b5a3841",4,1.1,"Accuracy","Varying","ISI_1000",1.94741703165205,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,1.858,"Speed","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.629,"Speed","Varying","ISI_1000",0.0979590817767082,1,"congruent"
"5694e7b5e0c800000b5a3841",3,0.809,"Speed","Varying","ISI_1000",0.751890512967547,1,"incongruent"
"5694e7b5e0c800000b5a3841",4,0.97,"Speed","Varying","ISI_1000",1.53973281743979,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,1.068,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.571,"Accuracy","Varying","ISI_1000",-0.489760862069439,1,"congruent"
"5694e7b5e0c800000b5a3841",3,0.618,"Accuracy","Varying","ISI_1000",0.121021509952949,1,"congruent"
"5694e7b5e0c800000b5a3841",4,0.77,"Accuracy","Varying","ISI_1000",0.766769498887703,1,"incongruent"
"5694e7b5e0c800000b5a3841",5,0.56,"Accuracy","Varying","ISI_1000",1.52559778081564,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,0.84,"Speed","Varying","ISI_1000",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,0.753,"Speed","Varying","ISI_1000",-0.659381301559213,1,"incongruent"
"5694e7b5e0c800000b5a3841",3,0.712,"Speed","Varying","ISI_1000",0.0867998423365914,1,"congruent"
"5694e7b5e0c800000b5a3841",4,0.749,"Speed","Varying","ISI_1000",0.802479065096077,1,"incongruent"
"5694e7b5e0c800000b5a3841",5,0.592,"Speed","Varying","ISI_1000",1.54568441180785,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,0.808,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.607,"Accuracy","Varying","ISI_1000",-0.683187679031462,1,"congruent"
"5694e7b5e0c800000b5a3841",3,0.822,"Accuracy","Varying","ISI_1000",-0.0456231323527935,1,"congruent"
"5694e7b5e0c800000b5a3841",1,0.832,"Speed","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.531,"Speed","Varying","ISI_1000",-0.665332895927275,1,"congruent"
"5694e7b5e0c800000b5a3841",3,0.642,"Speed","Varying","ISI_1000",-0.0843084957451981,1,"congruent"
"5694e7b5e0c800000b5a3841",4,0.428,"Speed","Varying","ISI_1000",0.579294276293742,1,"incongruent"
"5694e7b5e0c800000b5a3841",1,0.676,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,0.714,"Accuracy","Varying","ISI_1000",-0.781388986104489,1,"incongruent"
"5694e7b5e0c800000b5a3841",3,0.582,"Accuracy","Varying","ISI_1000",-0.0642218647529881,1,"incongruent"
"5694e7b5e0c800000b5a3841",4,0.933,"Accuracy","Varying","ISI_1000",0.554743949525486,1,"congruent"
"5694e7b5e0c800000b5a3841",5,0.485,"Accuracy","Varying","ISI_1000",1.43483596670269,1,"congruent"
"5694e7b5e0c800000b5a3841",1,0.974,"Speed","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,1.079,"Speed","Varying","ISI_1000",-0.55969209589417,1,"congruent"
"5694e7b5e0c800000b5a3841",3,1.471,"Speed","Varying","ISI_1000",0.429016518500171,1,"incongruent"
"5694e7b5e0c800000b5a3841",4,0.518,"Speed","Varying","ISI_1000",1.70935325692956,1,"congruent"
"5694e7b5e0c800000b5a3841",1,2.997,"Accuracy","Varying","ISI_1000",-1.28429871020575,1,"incongruent"
"5694e7b5e0c800000b5a3841",2,0.71,"Accuracy","Varying","ISI_1000",0.94531732992957,1,"congruent"
"5694e7b5e0c800000b5a3841",3,0.702,"Accuracy","Varying","ISI_1000",1.65950865409704,1,"congruent"
"5694e7b5e0c800000b5a3841",1,0.978,"Speed","Varying","ISI_1000",-1.28429871020575,1,"congruent"
"5694e7b5e0c800000b5a3841",2,0.644,"Speed","Varying","ISI_1000",-0.556716298710139,1,"incongruent"
